*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Sun Jan  4 04:05:38 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Mar-13 00:00:00.0000 TDB
Stop  time      : A.D. 2026-Mar-15 00:00:00.0000 TDB
Step-size       : 10 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2461112.590277778, A.D. 2026-Mar-13 02:10:00.0000, -1.476634180391100E+08,  1.788765981751718E+07,  7.775090742045018E+06, -4.555104319407222E+00, -2.717780984800464E+01, -1.178199086661951E+01,
2461112.597222222, A.D. 2026-Mar-13 02:20:00.0000, -1.476661500301404E+08,  1.787135299135049E+07,  7.768021486249138E+06, -4.551532436510892E+00, -2.717827730766173E+01, -1.178219509054341E+01,
2461112.604166667, A.D. 2026-Mar-13 02:30:00.0000, -1.476688798780193E+08,  1.785504588482798E+07,  7.760952107971294E+06, -4.547960480991064E+00, -2.717874436736955E+01, -1.178239913982716E+01,
2461112.611111111, A.D. 2026-Mar-13 02:40:00.0000, -1.476716075827031E+08,  1.783873849818964E+07,  7.753882607316276E+06, -4.544388452898451E+00, -2.717921102709476E+01, -1.178260301445288E+01,
2461112.618055556, A.D. 2026-Mar-13 02:50:00.0000, -1.476743331441483E+08,  1.782243083167547E+07,  7.746812984388885E+06, -4.540816352283798E+00, -2.717967728680394E+01, -1.178280671440271E+01,
2461112.625000000, A.D. 2026-Mar-13 03:00:00.0000, -1.476770565623114E+08,  1.780612288552548E+07,  7.739743239293932E+06, -4.537244179197880E+00, -2.718014314646371E+01, -1.178301023965875E+01,
2461112.631944444, A.D. 2026-Mar-13 03:10:00.0000, -1.476797778371488E+08,  1.778981465997973E+07,  7.732673372136238E+06, -4.533671933691499E+00, -2.718060860604064E+01, -1.178321359020312E+01,
2461112.638888889, A.D. 2026-Mar-13 03:20:00.0000, -1.476824969686173E+08,  1.777350615527826E+07,  7.725603383020634E+06, -4.530099615815494E+00, -2.718107366550130E+01, -1.178341676601791E+01,
2461112.645833333, A.D. 2026-Mar-13 03:30:00.0000, -1.476852139566733E+08,  1.775719737166116E+07,  7.718533272051965E+06, -4.526527225620727E+00, -2.718153832481221E+01, -1.178361976708521E+01,
2461112.652777778, A.D. 2026-Mar-13 03:40:00.0000, -1.476879288012736E+08,  1.774088830936852E+07,  7.711463039335085E+06, -4.522954763158094E+00, -2.718200258393993E+01, -1.178382259338711E+01,
2461112.659722222, A.D. 2026-Mar-13 03:50:00.0000, -1.476906415023747E+08,  1.772457896864047E+07,  7.704392684974857E+06, -4.519382228478523E+00, -2.718246644285095E+01, -1.178402524490567E+01,
2461112.666666667, A.D. 2026-Mar-13 04:00:00.0000, -1.476933520599333E+08,  1.770826934971715E+07,  7.697322209076159E+06, -4.515809621632972E+00, -2.718292990151176E+01, -1.178422772162295E+01,
2461112.673611111, A.D. 2026-Mar-13 04:10:00.0000, -1.476960604739062E+08,  1.769195945283872E+07,  7.690251611743874E+06, -4.512236942672425E+00, -2.718339295988886E+01, -1.178443002352102E+01,
2461112.680555556, A.D. 2026-Mar-13 04:20:00.0000, -1.476987667442501E+08,  1.767564927824534E+07,  7.683180893082900E+06, -4.508664191647903E+00, -2.718385561794868E+01, -1.178463215058192E+01,
2461112.687500000, A.D. 2026-Mar-13 04:30:00.0000, -1.477014708709218E+08,  1.765933882617725E+07,  7.676110053198146E+06, -4.505091368610455E+00, -2.718431787565769E+01, -1.178483410278767E+01,
2461112.694444444, A.D. 2026-Mar-13 04:40:00.0000, -1.477041728538781E+08,  1.764302809687464E+07,  7.669039092194530E+06, -4.501518473611164E+00, -2.718477973298229E+01, -1.178503588012033E+01,
2461112.701388889, A.D. 2026-Mar-13 04:50:00.0000, -1.477068726930757E+08,  1.762671709057775E+07,  7.661968010176980E+06, -4.497945506701138E+00, -2.718524118988890E+01, -1.178523748256190E+01,
2461112.708333333, A.D. 2026-Mar-13 05:00:00.0000, -1.477095703884717E+08,  1.761040580752686E+07,  7.654896807250437E+06, -4.494372467931522E+00, -2.718570224634391E+01, -1.178543891009439E+01,
2461112.715277778, A.D. 2026-Mar-13 05:10:00.0000, -1.477122659400229E+08,  1.759409424796224E+07,  7.647825483519853E+06, -4.490799357353491E+00, -2.718616290231368E+01, -1.178564016269981E+01,
2461112.722222222, A.D. 2026-Mar-13 05:20:00.0000, -1.477149593476862E+08,  1.757778241212419E+07,  7.640754039090187E+06, -4.487226175018251E+00, -2.718662315776458E+01, -1.178584124036015E+01,
2461112.729166667, A.D. 2026-Mar-13 05:30:00.0000, -1.477176506114186E+08,  1.756147030025303E+07,  7.633682474066413E+06, -4.483652920977038E+00, -2.718708301266293E+01, -1.178604214305739E+01,
2461112.736111111, A.D. 2026-Mar-13 05:40:00.0000, -1.477203397311771E+08,  1.754515791258911E+07,  7.626610788553514E+06, -4.480079595281123E+00, -2.718754246697508E+01, -1.178624287077352E+01,
2461112.743055556, A.D. 2026-Mar-13 05:50:00.0000, -1.477230267069186E+08,  1.752884524937278E+07,  7.619538982656484E+06, -4.476506197981807E+00, -2.718800152066730E+01, -1.178644342349049E+01,
2461112.750000000, A.D. 2026-Mar-13 06:00:00.0000, -1.477257115386003E+08,  1.751253231084444E+07,  7.612467056480329E+06, -4.472932729130421E+00, -2.718846017370588E+01, -1.178664380119027E+01,
2461112.756944444, A.D. 2026-Mar-13 06:10:00.0000, -1.477283942261792E+08,  1.749621909724447E+07,  7.605395010130063E+06, -4.469359188778332E+00, -2.718891842605710E+01, -1.178684400385481E+01,
2461112.763888889, A.D. 2026-Mar-13 06:20:00.0000, -1.477310747696126E+08,  1.747990560881331E+07,  7.598322843710714E+06, -4.465785576976936E+00, -2.718937627768721E+01, -1.178704403146604E+01,
2461112.770833333, A.D. 2026-Mar-13 06:30:00.0000, -1.477337531688574E+08,  1.746359184579140E+07,  7.591250557327318E+06, -4.462211893777664E+00, -2.718983372856243E+01, -1.178724388400591E+01,
2461112.777777778, A.D. 2026-Mar-13 06:40:00.0000, -1.477364294238708E+08,  1.744727780841919E+07,  7.584178151084924E+06, -4.458638139231976E+00, -2.719029077864899E+01, -1.178744356145632E+01,
2461112.784722222, A.D. 2026-Mar-13 06:50:00.0000, -1.477391035346102E+08,  1.743096349693719E+07,  7.577105625088592E+06, -4.455064313391364E+00, -2.719074742791305E+01, -1.178764306379919E+01,
2461112.791666667, A.D. 2026-Mar-13 07:00:00.0000, -1.477417755010326E+08,  1.741464891158587E+07,  7.570032979443391E+06, -4.451490416307358E+00, -2.719120367632084E+01, -1.178784239101644E+01,
2461112.798611111, A.D. 2026-Mar-13 07:10:00.0000, -1.477444453230955E+08,  1.739833405260578E+07,  7.562960214254401E+06, -4.447916448031515E+00, -2.719165952383848E+01, -1.178804154308995E+01,
2461112.805555556, A.D. 2026-Mar-13 07:20:00.0000, -1.477471130007561E+08,  1.738201892023745E+07,  7.555887329626715E+06, -4.444342408615428E+00, -2.719211497043213E+01, -1.178824052000161E+01,
2461112.812500000, A.D. 2026-Mar-13 07:30:00.0000, -1.477497785339716E+08,  1.736570351472145E+07,  7.548814325665435E+06, -4.440768298110721E+00, -2.719257001606790E+01, -1.178843932173330E+01,
2461112.819444444, A.D. 2026-Mar-13 07:40:00.0000, -1.477524419226996E+08,  1.734938783629837E+07,  7.541741202475674E+06, -4.437194116569052E+00, -2.719302466071193E+01, -1.178863794826690E+01,
2461112.826388889, A.D. 2026-Mar-13 07:50:00.0000, -1.477551031668973E+08,  1.733307188520880E+07,  7.534667960162559E+06, -4.433619864042113E+00, -2.719347890433028E+01, -1.178883639958425E+01,
2461112.833333333, A.D. 2026-Mar-13 08:00:00.0000, -1.477577622665223E+08,  1.731675566169338E+07,  7.527594598831221E+06, -4.430045540581625E+00, -2.719393274688903E+01, -1.178903467566721E+01,
2461112.840277778, A.D. 2026-Mar-13 08:10:00.0000, -1.477604192215318E+08,  1.730043916599276E+07,  7.520521118586808E+06, -4.426471146239346E+00, -2.719438618835423E+01, -1.178923277649763E+01,
2461112.847222222, A.D. 2026-Mar-13 08:20:00.0000, -1.477630740318836E+08,  1.728412239834758E+07,  7.513447519534477E+06, -4.422896681067068E+00, -2.719483922869193E+01, -1.178943070205733E+01,
2461112.854166667, A.D. 2026-Mar-13 08:30:00.0000, -1.477657266975349E+08,  1.726780535899856E+07,  7.506373801779397E+06, -4.419322145116615E+00, -2.719529186786812E+01, -1.178962845232815E+01,
2461112.861111111, A.D. 2026-Mar-13 08:40:00.0000, -1.477683772184435E+08,  1.725148804818638E+07,  7.499299965426745E+06, -4.415747538439843E+00, -2.719574410584882E+01, -1.178982602729189E+01,
2461112.868055556, A.D. 2026-Mar-13 08:50:00.0000, -1.477710255945670E+08,  1.723517046615178E+07,  7.492226010581711E+06, -4.412172861088645E+00, -2.719619594260001E+01, -1.179002342693036E+01,
2461112.875000000, A.D. 2026-Mar-13 09:00:00.0000, -1.477736718258627E+08,  1.721885261313551E+07,  7.485151937349497E+06, -4.408598113114945E+00, -2.719664737808764E+01, -1.179022065122536E+01,
2461112.881944444, A.D. 2026-Mar-13 09:10:00.0000, -1.477763159122886E+08,  1.720253448937834E+07,  7.478077745835314E+06, -4.405023294570703E+00, -2.719709841227768E+01, -1.179041770015869E+01,
2461112.888888889, A.D. 2026-Mar-13 09:20:00.0000, -1.477789578538021E+08,  1.718621609512104E+07,  7.471003436144383E+06, -4.401448405507909E+00, -2.719754904513602E+01, -1.179061457371210E+01,
2461112.895833333, A.D. 2026-Mar-13 09:30:00.0000, -1.477815976503611E+08,  1.716989743060445E+07,  7.463929008381939E+06, -4.397873445978594E+00, -2.719799927662860E+01, -1.179081127186738E+01,
2461112.902777778, A.D. 2026-Mar-13 09:40:00.0000, -1.477842353019232E+08,  1.715357849606937E+07,  7.456854462653225E+06, -4.394298416034819E+00, -2.719844910672130E+01, -1.179100779460629E+01,
2461112.909722222, A.D. 2026-Mar-13 09:50:00.0000, -1.477868708084462E+08,  1.713725929175667E+07,  7.449779799063498E+06, -4.390723315728679E+00, -2.719889853537999E+01, -1.179120414191058E+01,
2461112.916666667, A.D. 2026-Mar-13 10:00:00.0000, -1.477895041698880E+08,  1.712093981790721E+07,  7.442705017718024E+06, -4.387148145112306E+00, -2.719934756257052E+01, -1.179140031376199E+01,
2461112.923611111, A.D. 2026-Mar-13 10:10:00.0000, -1.477921353862063E+08,  1.710462007476188E+07,  7.435630118722078E+06, -4.383572904237862E+00, -2.719979618825875E+01, -1.179159631014225E+01,
2461112.930555556, A.D. 2026-Mar-13 10:20:00.0000, -1.477947644573590E+08,  1.708830006256161E+07,  7.428555102180950E+06, -4.379997593157549E+00, -2.720024441241045E+01, -1.179179213103309E+01,
2461112.937500000, A.D. 2026-Mar-13 10:30:00.0000, -1.477973913833041E+08,  1.707197978154730E+07,  7.421479968199939E+06, -4.376422211923600E+00, -2.720069223499146E+01, -1.179198777641623E+01,
2461112.944444444, A.D. 2026-Mar-13 10:40:00.0000, -1.478000161639993E+08,  1.705565923195994E+07,  7.414404716884356E+06, -4.372846760588287E+00, -2.720113965596755E+01, -1.179218324627336E+01,
2461112.951388889, A.D. 2026-Mar-13 10:50:00.0000, -1.478026387994028E+08,  1.703933841404047E+07,  7.407329348339520E+06, -4.369271239203913E+00, -2.720158667530448E+01, -1.179237854058620E+01,
2461112.958333333, A.D. 2026-Mar-13 11:00:00.0000, -1.478052592894724E+08,  1.702301732802991E+07,  7.400253862670765E+06, -4.365695647822817E+00, -2.720203329296799E+01, -1.179257365933641E+01,
2461112.965277778, A.D. 2026-Mar-13 11:10:00.0000, -1.478078776341662E+08,  1.700669597416925E+07,  7.393178259983433E+06, -4.362119986497375E+00, -2.720247950892381E+01, -1.179276860250570E+01,
2461112.972222222, A.D. 2026-Mar-13 11:20:00.0000, -1.478104938334422E+08,  1.699037435269954E+07,  7.386102540382878E+06, -4.358544255279998E+00, -2.720292532313764E+01, -1.179296337007571E+01,
2461112.979166667, A.D. 2026-Mar-13 11:30:00.0000, -1.478131078872586E+08,  1.697405246386184E+07,  7.379026703974465E+06, -4.354968454223131E+00, -2.720337073557518E+01, -1.179315796202812E+01,
2461112.986111111, A.D. 2026-Mar-13 11:40:00.0000, -1.478157197955733E+08,  1.695773030789722E+07,  7.371950750863572E+06, -4.351392583379255E+00, -2.720381574620209E+01, -1.179335237834457E+01,
2461112.993055556, A.D. 2026-Mar-13 11:50:00.0000, -1.478183295583447E+08,  1.694140788504677E+07,  7.364874681155583E+06, -4.347816642800889E+00, -2.720426035498403E+01, -1.179354661900671E+01,
2461113.000000000, A.D. 2026-Mar-13 12:00:00.0000, -1.478209371755308E+08,  1.692508519555161E+07,  7.357798494955898E+06, -4.344240632540585E+00, -2.720470456188662E+01, -1.179374068399617E+01,
2461113.006944444, A.D. 2026-Mar-13 12:10:00.0000, -1.478235426470898E+08,  1.690876223965289E+07,  7.350722192369927E+06, -4.340664552650932E+00, -2.720514836687548E+01, -1.179393457329457E+01,
2461113.013888889, A.D. 2026-Mar-13 12:20:00.0000, -1.478261459729800E+08,  1.689243901759175E+07,  7.343645773503087E+06, -4.337088403184556E+00, -2.720559176991621E+01, -1.179412828688353E+01,
2461113.020833333, A.D. 2026-Mar-13 12:30:00.0000, -1.478287471531597E+08,  1.687611552960938E+07,  7.336569238460811E+06, -4.333512184194118E+00, -2.720603477097438E+01, -1.179432182474464E+01,
2461113.027777778, A.D. 2026-Mar-13 12:40:00.0000, -1.478313461875872E+08,  1.685979177594699E+07,  7.329492587348542E+06, -4.329935895732316E+00, -2.720647737001556E+01, -1.179451518685952E+01,
2461113.034722222, A.D. 2026-Mar-13 12:50:00.0000, -1.478339430762207E+08,  1.684346775684578E+07,  7.322415820271732E+06, -4.326359537851884E+00, -2.720691956700528E+01, -1.179470837320974E+01,
2461113.041666667, A.D. 2026-Mar-13 13:00:00.0000, -1.478365378190187E+08,  1.682714347254700E+07,  7.315338937335847E+06, -4.322783110605593E+00, -2.720736136190905E+01, -1.179490138377688E+01,
2461113.048611111, A.D. 2026-Mar-13 13:10:00.0000, -1.478391304159396E+08,  1.681081892329191E+07,  7.308261938646360E+06, -4.319206614046251E+00, -2.720780275469239E+01, -1.179509421854251E+01,
2461113.055555556, A.D. 2026-Mar-13 13:20:00.0000, -1.478417208669417E+08,  1.679449410932180E+07,  7.301184824308760E+06, -4.315630048226702E+00, -2.720824374532079E+01, -1.179528687748819E+01,
2461113.062500000, A.D. 2026-Mar-13 13:30:00.0000, -1.478443091719836E+08,  1.677816903087796E+07,  7.294107594428543E+06, -4.312053413199828E+00, -2.720868433375970E+01, -1.179547936059546E+01,
2461113.069444444, A.D. 2026-Mar-13 13:40:00.0000, -1.478468953310237E+08,  1.676184368820173E+07,  7.287030249111217E+06, -4.308476709018545E+00, -2.720912451997456E+01, -1.179567166784587E+01,
2461113.076388889, A.D. 2026-Mar-13 13:50:00.0000, -1.478494793440206E+08,  1.674551808153445E+07,  7.279952788462303E+06, -4.304899935735810E+00, -2.720956430393081E+01, -1.179586379922095E+01,
2461113.083333333, A.D. 2026-Mar-13 14:00:00.0000, -1.478520612109328E+08,  1.672919221111747E+07,  7.272875212587330E+06, -4.301323093404616E+00, -2.721000368559386E+01, -1.179605575470222E+01,
2461113.090277778, A.D. 2026-Mar-13 14:10:00.0000, -1.478546409317189E+08,  1.671286607719220E+07,  7.265797521591842E+06, -4.297746182077993E+00, -2.721044266492909E+01, -1.179624753427120E+01,
2461113.097222222, A.D. 2026-Mar-13 14:20:00.0000, -1.478572185063375E+08,  1.669653968000003E+07,  7.258719715581391E+06, -4.294169201809007E+00, -2.721088124190188E+01, -1.179643913790937E+01,
2461113.104166667, A.D. 2026-Mar-13 14:30:00.0000, -1.478597939347473E+08,  1.668021301978240E+07,  7.251641794661541E+06, -4.290592152650768E+00, -2.721131941647756E+01, -1.179663056559825E+01,
2461113.111111111, A.D. 2026-Mar-13 14:40:00.0000, -1.478623672169069E+08,  1.666388609678074E+07,  7.244563758937867E+06, -4.287015034656413E+00, -2.721175718862150E+01, -1.179682181731931E+01,
2461113.118055556, A.D. 2026-Mar-13 14:50:00.0000, -1.478649383527751E+08,  1.664755891123654E+07,  7.237485608515956E+06, -4.283437847879127E+00, -2.721219455829899E+01, -1.179701289305404E+01,
2461113.125000000, A.D. 2026-Mar-13 15:00:00.0000, -1.478675073423106E+08,  1.663123146339129E+07,  7.230407343501403E+06, -4.279860592372128E+00, -2.721263152547533E+01, -1.179720379278388E+01,
2461113.131944444, A.D. 2026-Mar-13 15:10:00.0000, -1.478700741854722E+08,  1.661490375348648E+07,  7.223328963999819E+06, -4.276283268188672E+00, -2.721306809011580E+01, -1.179739451649031E+01,
2461113.138888889, A.D. 2026-Mar-13 15:20:00.0000, -1.478726388822187E+08,  1.659857578176366E+07,  7.216250470116823E+06, -4.272705875382057E+00, -2.721350425218564E+01, -1.179758506415476E+01,
2461113.145833333, A.D. 2026-Mar-13 15:30:00.0000, -1.478752014325089E+08,  1.658224754846438E+07,  7.209171861958046E+06, -4.269128414005615E+00, -2.721394001165011E+01, -1.179777543575869E+01,
2461113.152777778, A.D. 2026-Mar-13 15:40:00.0000, -1.478777618363018E+08,  1.656591905383021E+07,  7.202093139629128E+06, -4.265550884112718E+00, -2.721437536847443E+01, -1.179796563128351E+01,
2461113.159722222, A.D. 2026-Mar-13 15:50:00.0000, -1.478803200935562E+08,  1.654959029810274E+07,  7.195014303235725E+06, -4.261973285756778E+00, -2.721481032262379E+01, -1.179815565071064E+01,
2461113.166666667, A.D. 2026-Mar-13 16:00:00.0000, -1.478828762042311E+08,  1.653326128152360E+07,  7.187935352883499E+06, -4.258395618991244E+00, -2.721524487406337E+01, -1.179834549402150E+01,
2461113.173611111, A.D. 2026-Mar-13 16:10:00.0000, -1.478854301682853E+08,  1.651693200433442E+07,  7.180856288678125E+06, -4.254817883869607E+00, -2.721567902275834E+01, -1.179853516119748E+01,
2461113.180555556, A.D. 2026-Mar-13 16:20:00.0000, -1.478879819856780E+08,  1.650060246677685E+07,  7.173777110725293E+06, -4.251240080445391E+00, -2.721611276867383E+01, -1.179872465221998E+01,
2461113.187500000, A.D. 2026-Mar-13 16:30:00.0000, -1.478905316563682E+08,  1.648427266909257E+07,  7.166697819130696E+06, -4.247662208772163E+00, -2.721654611177498E+01, -1.179891396707039E+01,
2461113.194444444, A.D. 2026-Mar-13 16:40:00.0000, -1.478930791803149E+08,  1.646794261152329E+07,  7.159618414000046E+06, -4.244084268903532E+00, -2.721697905202690E+01, -1.179910310573006E+01,
2461113.201388889, A.D. 2026-Mar-13 16:50:00.0000, -1.478956245574773E+08,  1.645161229431072E+07,  7.152538895439062E+06, -4.240506260893142E+00, -2.721741158939466E+01, -1.179929206818036E+01,
2461113.208333333, A.D. 2026-Mar-13 17:00:00.0000, -1.478981677878144E+08,  1.643528171769660E+07,  7.145459263553476E+06, -4.236928184794676E+00, -2.721784372384334E+01, -1.179948085440265E+01,
2461113.215277778, A.D. 2026-Mar-13 17:10:00.0000, -1.479007088712854E+08,  1.641895088192269E+07,  7.138379518449029E+06, -4.233350040661860E+00, -2.721827545533797E+01, -1.179966946437828E+01,
2461113.222222222, A.D. 2026-Mar-13 17:20:00.0000, -1.479032478078496E+08,  1.640261978723079E+07,  7.131299660231475E+06, -4.229771828548460E+00, -2.721870678384360E+01, -1.179985789808858E+01,
2461113.229166667, A.D. 2026-Mar-13 17:30:00.0000, -1.479057845974661E+08,  1.638628843386269E+07,  7.124219689006579E+06, -4.226193548508277E+00, -2.721913770932523E+01, -1.180004615551487E+01,
